,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
301101,11,1,少林弟子,1,408,54,50102,3,6362,3828,13120,0,215,54,50103,3,8896,3828,10586,0,302,54,50104,3,8558,8727,6024,0,305,54,50107,3,8052,6700,8558,0,0,54,0,3,7714,6869,8727,0,0,54,0,3,8558,5517,9234,0,0,54,0,3,6531,7883,8896,0,1,99,93,65,2200,0,0,0,0,30,0,0,100,4004,0,6001,1,301102,"""少林佛门清净之地，施主请留步。""",0,0,0,1,2000,61,0,0,5,0,2200,0,0,100,100,100,100,100,0,100
301102,11,2,空辈高手,1,409,54,50103,3,6263,8656,8656,0,216,54,50104,3,6776,8143,8656,0,303,54,50105,3,8656,6947,7972,0,306,54,50104,3,6605,8314,8656,0,0,54,0,3,6947,7972,8656,0,0,54,0,3,7630,5922,10023,0,0,54,0,3,6092,7801,9681,0,1,99,93,65,2200,0,0,0,0,30,0,0,100,4004,0,6001,1,301103,"""“谢逊害死我师兄空见圣僧，此仇怎能不报。”""",0,0,0,1,2000,61,0,0,5,0,2200,0,0,100,100,100,100,100,0,100
301103,11,3,少林弟子二,1,410,55,50104,3,6966,9774,7492,0,217,55,50105,3,5913,9072,9247,0,304,55,50106,3,5737,8896,9598,0,308,55,50105,3,6790,8019,9423,0,0,55,0,3,6966,7141,10125,0,0,55,0,3,9247,8721,6264,0,0,55,0,3,9247,5562,9423,0,2,99,188,131,4800,0,0,0,0,30,0,0,200,4004,0,6001,1,301104,"""“师叔快去禀报掌门。”""",0,0,0,1,2000,61,0,0,5,0,4800,0,0,100,100,100,100,100,0,100
301104,11,4,寻找狮王,1,411,55,50105,3,6790,7668,9774,0,218,55,50106,3,7843,7141,9247,0,305,55,50206,3,8194,8721,7317,0,309,55,50108,3,8194,9598,6439,0,0,55,0,3,8721,7668,7843,0,0,55,0,3,6615,6790,10827,0,0,55,0,3,8194,6264,9774,0,2,99,188,131,4800,0,0,0,0,30,0,0,200,4004,0,6001,1,301105,"""不知谢逊被他们囚禁在何处，去抓两个弟子来问问。""",0,0,0,1,2000,61,0,0,5,0,4800,0,0,100,100,100,100,100,0,100
301105,11,5,少林弟子三,1,412,56,50106,3,7970,10821,5832,0,219,56,50206,3,7257,7970,9396,0,306,56,50107,3,5832,9752,9039,0,310,56,50109,3,6901,6723,10999,0,0,56,0,3,7257,9574,7792,0,0,56,0,3,7257,8683,8683,0,0,56,0,3,7792,8148,8683,0,2,99,190,133,4800,0,0,0,0,30,0,0,200,4004,0,6001,1,301106,"""少林弟子果然各个武功高强，一时半会竟难以应对。""",0,0,0,1,2000,61,0,0,5,0,4800,0,0,100,100,100,100,100,0,100
301106,11,6,玄悲,1,60206,57,50206,3,9182,9001,6831,0,220,57,50107,3,6831,9001,9182,0,308,57,50104,3,9001,6107,9906,0,314,57,50205,3,7554,8820,8640,0,0,57,0,3,8640,7011,9363,0,0,57,0,3,9001,9182,6831,0,0,57,0,3,8097,6650,10268,0,3,5,288,201,7200,10,20202,0,0,30,0,0,300,4004,3002,6001,1,301107,"""“谢逊恶贼人人得而诛之，又是邪教中人，少林是为武林除害。”""",0,0,0,1,2000,61,301106,401106,3,6,1,2500,19,100,100,100,100,100,1,100
301107,11,7,事实真相,1,413,57,50107,3,7554,10268,7192,0,301,57,50104,3,7554,10449,7011,0,309,57,50105,3,6288,8820,9906,0,316,57,50205,3,6107,10991,7916,0,0,57,0,3,8459,8097,8459,0,0,57,0,3,8640,9001,7373,0,0,57,0,3,8097,8820,8097,0,3,99,288,201,7200,0,0,0,0,30,0,0,300,4004,0,6001,1,301108,"""谢逊亲自出面解释了当年的事情。""",0,0,0,1,2000,61,0,0,5,0,7200,0,0,100,100,100,100,100,0,100
301108,11,8,成琨,1,60103,58,50104,3,8040,7122,10243,0,302,58,50105,3,7306,10611,7489,0,310,58,50108,3,8224,7306,9876,0,317,58,50110,3,9142,7857,8407,0,0,58,0,3,7857,8040,9509,0,0,58,0,3,7489,11161,6755,0,0,58,0,3,6204,10427,8775,0,3,5,291,203,7200,10,40202,0,0,30,0,0,300,4004,3002,6001,1,301201,"""原来都是成琨恶贼搞的鬼，故意挑拨少林与明教之间的关系。""",0,0,0,1,2000,61,301108,401108,3,5,1,2500,9,100,100,100,100,100,1,100
301201,12,1,王府家丁,1,201,58,50105,3,9325,10060,6021,0,303,58,50108,3,7306,10060,8040,0,314,58,50109,3,8591,7673,9142,0,318,58,50205,3,6571,11161,7673,0,0,58,0,3,7857,10060,7489,0,0,58,0,3,6388,8224,10794,0,0,58,0,3,6204,7857,11345,0,1,99,97,67,2400,0,0,0,0,30,0,0,100,4004,0,6001,1,301202,"""汝阳王府家丁都是近年来招募的江湖人士，要小心。""",0,0,0,2,2000,61,0,0,5,0,2400,0,0,100,100,100,100,100,0,100
301202,12,2,阿三,1,202,59,50108,3,6301,11704,7792,0,304,59,50109,3,9655,11331,4811,0,316,59,50205,3,9655,9841,6301,0,319,59,50111,3,7419,10586,7792,0,0,59,0,3,8351,8351,9096,0,0,59,0,3,6301,9096,10400,0,0,59,0,3,9841,9096,6860,0,1,99,98,68,2400,0,0,0,0,30,0,0,100,4004,0,6001,1,301203,"""阿三是西域金刚门的弟子，不知为何竟然屈身于汝阳王府。""",0,0,0,2,2000,61,0,0,5,0,2400,0,0,100,100,100,100,100,0,100
301203,12,3,王府家丁二,1,203,60,50109,4,9801,6588,9801,0,305,60,50205,4,9423,7722,9045,0,317,60,50205,4,9045,8289,8856,0,320,60,50202,4,8478,10935,6777,0,405,60,50203,4,7911,8856,9423,0,410,60,50209,4,8478,6021,11691,0,201,60,50302,4,9990,7533,8667,0,2,99,198,138,5200,0,0,0,0,30,0,0,200,4004,0,6001,1,301204,"""果然汝阳王府搜刮了不少江湖好手作为自己的手下。""",0,0,0,2,2000,61,0,0,5,0,5200,0,0,100,100,100,100,100,0,100
301204,12,4,阿二,1,204,60,50205,4,7344,4887,13959,0,306,60,50205,4,9612,7911,8667,0,318,60,50110,4,8667,5832,11691,0,401,60,50201,4,6210,9234,10746,0,406,60,50208,4,7911,9801,8478,0,411,60,50208,4,6588,8667,10935,0,202,60,50303,4,8667,7911,9612,0,2,99,198,138,5200,0,0,0,0,30,0,0,200,4004,0,6001,1,301205,"""看来阿二的功夫比阿三更胜一筹。""",0,0,0,2,2000,61,0,0,5,0,5200,0,0,100,100,100,100,100,0,100
301205,12,5,王府家丁三,1,205,61,50205,4,10195,9045,9811,0,308,61,50110,4,8661,12303,8086,0,319,61,50205,4,10770,8086,10195,0,402,61,50201,4,8278,10003,10770,0,407,61,50205,4,9620,8278,11153,0,412,61,50209,4,8469,8278,12303,0,203,61,50306,4,8469,12879,7703,0,2,99,200,140,5200,0,0,0,0,30,0,0,200,4004,0,6001,1,301206,"""家丁越来越多了。""",0,0,0,2,2000,61,0,0,5,0,5200,0,0,100,100,100,100,100,0,100
301206,12,6,阿大,1,206,61,50110,4,9236,5977,13837,0,309,61,50205,4,10386,6936,11728,0,320,61,50111,4,10195,10386,8469,0,403,61,50202,4,9428,11345,8278,0,408,61,50206,4,10386,11345,7319,0,413,61,50306,4,9045,10578,9428,0,204,61,50305,4,10003,10386,8661,0,3,99,300,210,7800,0,0,0,0,30,0,0,300,4004,0,6001,1,301207,"""没想到前丐帮帮主竟然也背叛中原武林，实在可恶。""",0,0,0,2,2000,61,0,0,5,0,7800,0,0,100,100,100,100,100,0,100
301207,12,7,王府家丁四,1,207,62,50205,4,10540,10735,8208,0,310,62,50111,4,10346,9180,9957,0,401,62,50202,4,10540,12873,6069,0,404,62,50203,4,10540,8985,9957,0,409,62,50209,4,9957,12096,7430,0,414,62,50211,4,8013,8985,12484,0,205,62,50306,4,11124,7041,11318,0,3,99,303,212,7800,0,0,0,0,30,0,0,300,4004,0,6001,1,301208,"""又来了好几个家丁。""",0,0,0,2,2000,61,0,0,5,0,7800,0,0,100,100,100,100,100,0,100
301208,12,8,王府家丁五,1,208,62,50111,4,10735,5292,13456,0,314,62,50202,4,11124,12679,5680,0,402,62,50201,4,9763,8596,11124,0,405,62,50208,4,7236,10735,11512,0,410,62,50208,4,8402,11124,9957,0,415,62,50212,4,7236,9180,13068,0,206,62,50307,4,8791,7624,13068,0,3,99,303,212,7800,0,0,0,0,30,0,0,300,4004,0,6001,1,301209,"""高手越来越多，看来附近定有可疑之处。""",0,0,0,2,2000,61,0,0,5,0,7800,0,0,100,100,100,100,100,0,100
301209,12,9,玄冥双老,1,60202,63,50202,4,8526,12271,9117,0,316,63,50201,4,10891,11877,7146,0,403,63,50201,4,8723,11286,9906,0,406,63,50205,4,9709,12862,7344,0,411,63,50209,4,7935,11680,10300,0,201,63,50301,4,8920,11483,9512,0,207,63,50204,4,8329,12074,9512,0,4,5,408,285,10400,13,10203,0,0,30,0,0,400,4004,3002,6001,1,301210,"""“尝尝玄冥神掌的威力。”""",0,0,0,2,2000,61,301209,401209,3,26,1,2500,15,100,100,100,100,100,1,100
301210,12,10,郡主,1,60208,64,50201,4,10049,8850,11448,0,317,64,50201,4,9849,12047,8451,0,404,64,50202,4,9050,12247,9050,0,407,64,50206,4,11048,11248,8051,0,412,64,50306,4,7651,10449,12247,0,202,64,50302,4,9050,8451,12846,0,208,64,50309,4,7452,11248,11647,0,4,5,412,288,10400,13,20203,0,0,30,0,0,400,4004,3002,6001,1,301301,"""“敏敏郡主”勾结外敌，危害武林，不知是何居心。""",0,0,0,2,2000,61,301210,401210,3,4,1,2500,21,100,100,100,100,100,1,100
301301,13,1,西域高手,1,209,64,50201,4,11248,11248,7851,0,318,64,50202,4,10249,10049,10049,0,405,64,50203,4,9450,10848,10049,0,408,64,50209,4,9050,12846,8451,0,413,64,50211,4,9649,8650,12047,0,203,64,50303,4,8650,8251,13446,0,209,64,50310,4,10648,9050,10648,0,1,99,103,72,2600,0,0,0,0,30,0,0,100,4004,0,6001,1,301302,"""原来阿二阿三还是西夏一品堂的好手，上次伤了他们，这次他们寻仇来了。""",0,0,0,6,2000,61,0,0,5,0,2600,0,0,100,100,100,100,100,0,100
301302,13,2,西域高手二,1,210,65,50202,4,11407,13432,5940,0,319,65,50203,4,9585,12825,8370,0,406,65,50208,4,10192,13027,7560,0,409,65,50208,4,11407,6750,12622,0,414,65,50212,4,8370,12622,9787,0,204,65,50306,4,8977,9990,11812,0,210,65,50205,4,7762,10800,12217,0,1,99,104,72,2800,0,0,0,0,30,0,0,100,4004,0,6001,1,301303,"""果然西域武功奇特。""",0,0,0,6,2000,61,0,0,5,0,2800,0,0,100,100,100,100,100,0,100
301303,13,3,西域高手三,1,211,65,50203,4,8775,10597,11407,0,320,65,50208,4,8572,9382,12825,0,407,65,50205,4,9382,11407,9990,0,410,65,50209,4,9787,8572,12420,0,415,65,50301,4,11002,12420,7357,0,205,65,50305,4,9990,7560,13230,0,211,65,50201,4,9180,11407,10192,0,2,99,208,145,5600,0,0,0,0,30,0,0,200,4004,0,6001,1,301304,"""又来了一批西域高手。""",0,0,0,6,2000,61,0,0,5,0,5600,0,0,100,100,100,100,100,0,100
301304,13,4,五轮法王,1,60209,66,50208,4,9925,13208,8078,0,401,66,50205,4,9514,9514,12182,0,408,66,50206,4,9925,13618,7668,0,411,66,50306,4,11156,7257,12798,0,201,66,50302,4,11772,6847,12592,0,206,66,50306,4,8694,13618,8899,0,212,66,50111,4,7873,12798,10540,0,2,5,210,147,5600,6,40203,0,0,30,0,0,200,4004,3002,6001,1,301305,"""来者是蒙古国师，小心他的五转金轮。""",0,0,0,6,2000,61,301304,401304,3,26,1,2500,22,100,100,100,100,100,1,100
301305,13,5,西域密宗,1,212,67,50205,4,7983,9855,13805,0,402,67,50206,4,10894,6944,13805,0,409,67,50209,4,11518,7360,12765,0,412,67,50211,4,8399,11102,12141,0,202,67,50303,4,11518,12765,7360,0,207,67,50307,4,10270,8815,12557,0,213,67,50111,4,8815,11726,11102,0,2,99,212,148,5600,0,0,0,0,30,0,0,200,4004,0,6001,1,301306,"""现在来的是西域密宗的敌人。""",0,0,0,6,2000,61,0,0,5,0,5600,0,0,100,100,100,100,100,0,100
301306,13,6,西域密宗二,1,213,67,50206,4,7776,11726,12141,0,403,67,50209,4,11102,11934,8607,0,410,67,50208,4,10686,10894,10062,0,413,67,50212,4,11726,10062,9855,0,203,67,50306,4,10894,11518,9231,0,208,67,50204,4,10894,7983,12765,0,214,67,50205,4,11310,9439,10894,0,3,99,318,222,8400,0,0,0,0,30,0,0,300,4004,0,6001,1,301307,"""西域密宗敌人一批接着一批，得赶紧突出重围。""",0,0,0,6,2000,61,0,0,5,0,8400,0,0,100,100,100,100,100,0,100
301307,13,7,达摩智,1,60210,68,50209,4,11253,13149,7673,0,404,68,50208,4,9147,10621,12306,0,411,68,50209,4,9779,10411,11885,0,414,68,50301,4,8515,9568,13991,0,204,68,50305,4,11043,8094,12938,0,209,68,50309,4,8515,11464,12096,0,215,68,50201,4,10621,12517,8937,0,3,5,321,224,8400,10,10204,0,0,30,0,0,300,4007,3002,6001,1,301308,"""“小僧自天龙寺一别，苦练武功，不如再来切磋切磋。”""",0,0,0,6,2000,61,301307,401307,3,26,1,2500,23,100,100,100,100,100,1,100
301308,13,8,密宗高手,1,214,68,50208,4,11043,10621,10411,0,405,68,50209,4,9568,13991,8515,0,412,68,50306,4,7884,11885,12306,0,415,68,50302,4,8937,12306,10832,0,205,68,50306,4,9779,9358,12938,0,210,68,50310,4,9990,12306,9779,0,216,68,50206,4,10411,12096,9568,0,3,99,321,224,8400,0,0,0,0,30,0,0,300,4004,0,6001,1,301309,"""这批密宗高手比之前的密宗敌人武功又精进了一步。""",0,0,0,6,2000,61,0,0,5,0,8400,0,0,100,100,100,100,100,0,100
301309,13,9,密宗高手二,1,215,69,50209,4,12044,13751,6712,0,406,69,50306,4,8205,9911,14391,0,413,69,50211,4,9911,9058,13537,0,201,69,50303,4,8418,12897,11191,0,206,69,50307,4,9271,13964,9271,0,211,69,50205,4,9485,9058,13964,0,217,69,50406,4,9271,12897,10338,0,4,99,432,302,11200,0,0,0,0,30,0,0,400,4004,0,6001,1,301310,"""敌人越来越多，真是不好办。""",0,0,0,6,2000,61,0,0,5,0,11200,0,0,100,100,100,100,100,0,100
301310,13,10,欧阳峰,1,60306,70,50306,4,10044,10908,11988,0,407,70,50211,4,8964,14364,9612,0,414,70,50212,4,8316,11340,13284,0,202,70,50306,4,12420,11340,9180,0,207,70,50204,4,9180,14364,9396,0,212,70,50201,4,8316,11988,12636,0,218,70,50205,4,8316,11124,13500,0,4,5,436,305,12000,13,20204,0,0,30,0,0,400,4007,3002,6001,1,301401,"""“伤我西域高手，简直不能忍。”""",0,0,0,6,2000,61,301310,401310,3,4,1,2500,32,100,100,100,100,100,1,100
301401,14,1,邪教弟子,1,216,70,50211,4,10908,8748,13284,0,408,70,50212,4,10692,13068,9180,0,415,70,50301,4,11556,12852,8532,0,203,70,50305,4,11124,14364,7452,0,208,70,50309,4,11772,14148,7020,0,213,70,50111,4,9180,11124,12636,0,219,70,50206,4,9612,10908,12420,0,1,99,109,76,3000,0,0,0,0,30,0,0,100,4004,0,6001,1,301402,"""前路有一群邪教弟子正在欺压百姓，赶紧上前。""",0,0,0,7,2000,61,0,0,5,0,3000,0,0,100,100,100,100,100,0,100
301402,14,2,为民除害,1,217,71,50212,4,11269,11707,10395,0,409,71,50301,4,12363,7551,13456,0,201,71,50302,4,9082,10176,14112,0,204,71,50306,4,11488,11707,10176,0,209,71,50310,4,10832,11051,11488,0,214,71,50111,4,8864,14112,10395,0,220,71,50207,4,11707,13456,8208,0,1,99,110,77,3000,0,0,0,0,30,0,0,100,4004,0,6001,1,301403,"""消灭那群邪教弟子。""",0,0,0,7,2000,61,0,0,5,0,3000,0,0,100,100,100,100,100,0,100
301403,14,3,邪教弟子二,1,218,71,50301,4,10832,7114,15425,0,410,71,50302,4,11488,9738,12144,0,202,71,50303,4,9082,13019,11269,0,205,71,50307,4,10832,11488,11051,0,210,71,50205,4,10395,9520,13456,0,215,71,50205,4,12144,13019,8208,0,301,71,50208,4,8864,14331,10176,0,2,99,220,154,6000,0,0,0,0,30,0,0,200,4004,0,6001,1,301404,"""“来者何人，可知我师父是名扬天下的星宿老怪。”""",0,0,0,7,2000,61,0,0,5,0,6000,0,0,100,100,100,100,100,0,100
301404,14,4,星宿海,1,219,72,50302,4,11194,13408,9201,0,411,72,50303,4,11858,12744,9201,0,203,72,50306,4,11637,14072,8094,0,206,72,50204,4,8758,10530,14515,0,211,72,50201,4,9644,9644,14515,0,216,72,50201,4,12744,10530,10530,0,302,72,50209,4,10972,14736,8094,0,2,99,222,155,6000,0,0,0,0,30,0,0,200,4004,0,6001,1,301405,"""原来邪教弟子正是星宿门弟子，正好问出老巢所在。""",0,0,0,7,2000,61,0,0,5,0,6000,0,0,100,100,100,100,100,0,100
301405,14,5,星宿弟子,1,220,73,50303,4,12681,13354,8199,0,412,73,50306,4,12681,10665,10889,0,204,73,50305,4,11561,9320,13354,0,207,73,50309,4,11113,12681,10440,0,212,73,50111,4,9320,13578,11337,0,217,73,50206,4,11561,7527,15147,0,303,73,50208,4,10665,11785,11785,0,2,99,224,156,6000,0,0,0,0,30,0,0,200,4004,0,6001,1,301406,"""这群小喽啰实在太烦人了。""",0,0,0,7,2000,61,0,0,5,0,6000,0,0,100,100,100,100,100,0,100
301406,14,6,大师兄,1,301,73,50306,4,8872,14026,11337,0,413,73,50305,4,12681,6855,14698,0,205,73,50306,4,10889,9544,13802,0,208,73,50310,4,11113,11113,12009,0,213,73,50111,4,11113,8199,14922,0,218,73,50406,4,10889,14922,8424,0,304,73,50210,4,12457,8872,12906,0,3,5,336,235,9000,10,40204,0,0,30,0,0,300,4007,3002,6001,1,301407,"""“让你见识一下我的毒掌。”""",0,0,0,7,2000,61,301406,401406,3,26,1,2500,0,100,100,100,100,100,1,100
301407,14,7,星宿弟子二,1,302,74,50305,4,9212,11026,14428,0,414,74,50306,4,11480,13748,9439,0,206,74,50307,4,13068,12614,8985,0,209,74,50205,4,11934,14882,7851,0,214,74,50205,4,10346,13294,11026,0,219,74,50205,4,9892,12387,12387,0,305,74,50211,4,12614,11253,10800,0,3,99,339,237,9000,0,0,0,0,30,0,0,300,4004,0,6001,1,301408,"""“定是又来窥探我派宝鼎的人。”""",0,0,0,7,2000,61,0,0,5,0,9000,0,0,100,100,100,100,100,0,100
301408,14,8,神木王鼎,1,303,74,50306,4,11253,8985,14428,0,415,74,50307,4,12841,10573,11253,0,207,74,50204,4,12614,11934,10119,0,210,74,50201,4,12387,14202,8078,0,215,74,50201,4,10573,9666,14428,0,220,74,50206,4,11934,12387,10346,0,306,74,50212,4,13068,13294,8305,0,3,99,339,237,9000,0,0,0,0,30,0,0,300,4004,0,6001,1,301409,"""原来星宿门有一神物名为神木王鼎。""",0,0,0,7,2000,61,0,0,5,0,9000,0,0,100,100,100,100,100,0,100
301409,14,9,白发老者,1,304,75,50307,4,9558,11164,14377,0,201,75,50204,4,13000,7951,14148,0,208,75,50309,4,12771,9558,12771,0,211,75,50111,4,10705,12771,11623,0,216,75,50206,4,12771,6804,15525,0,301,75,50207,4,10017,14148,10935,0,308,75,50301,4,11853,10246,13000,0,4,99,456,319,12800,0,0,0,0,30,0,0,400,4004,0,6001,1,301410,"""忽见远处来了一位白发老者。""",0,0,0,7,2000,61,0,0,5,0,12800,0,0,100,100,100,100,100,0,100
301410,14,10,星宿老仙,1,60204,76,50204,4,11070,13856,10605,0,202,76,50309,4,9212,14320,11998,0,209,76,50310,4,11302,10373,13856,0,212,76,50111,4,12695,11998,10837,0,217,76,50406,4,11302,9444,14785,0,302,76,50208,4,11766,13159,10605,0,309,76,50302,4,11998,10141,13392,0,4,5,460,322,12800,13,10205,0,0,30,0,0,400,4007,3002,6001,1,301501,"""原来是星宿门掌门星宿老仙，正好除掉他。""",0,0,0,7,2000,61,301410,401410,3,26,1,2500,17,100,100,100,100,100,1,100
301501,15,1,纳贤庄家丁,1,305,76,50309,4,12927,9212,13392,0,203,76,50310,4,12463,13159,9909,0,210,76,50205,4,10141,13624,11766,0,213,76,50205,4,10837,9444,15249,0,218,76,50205,4,12231,13856,9444,0,303,76,50209,4,13159,12927,9444,0,310,76,50303,4,12463,7587,15481,0,1,99,115,80,3200,0,0,0,0,30,0,0,100,4004,0,6001,1,301502,"""果然来了不少武林人士。""",0,0,0,8,2000,61,0,0,5,0,3200,0,0,100,100,100,100,100,0,100
301502,15,2,丐帮弟子,1,306,77,50310,4,8856,13319,13788,0,204,77,50205,4,11205,15668,9090,0,211,77,50201,4,12379,7681,15903,0,214,77,50201,4,13319,15903,6741,0,219,77,50206,4,9325,14493,12144,0,304,77,50208,4,13554,9560,12849,0,314,77,50304,4,9795,10265,15903,0,1,99,116,81,3200,0,0,0,0,30,0,0,100,4004,0,6001,1,301503,"""这些丐帮弟子竟是之前杏子林的叛徒，难道丐帮又出了什么变故？""",0,0,0,8,2000,61,0,0,5,0,3200,0,0,100,100,100,100,100,0,100
301503,15,3,纳贤庄家丁二,1,308,77,50205,4,12379,10970,12614,0,205,77,50201,4,12379,11439,12144,0,212,77,50111,4,10970,10500,14493,0,215,77,50206,4,11205,10735,14023,0,220,77,50207,4,9325,15668,10970,0,305,77,50210,4,10030,14023,11909,0,316,77,50305,4,12379,7916,15668,0,2,99,232,162,6400,0,0,0,0,30,0,0,200,4004,0,6001,1,301504,"""“请各路英雄稍安勿躁，庄主即刻就来。”""",0,0,0,8,2000,61,0,0,5,0,6400,0,0,100,100,100,100,100,0,100
301504,15,4,少林弟子,1,309,78,50201,4,10389,10864,15141,0,206,78,50111,4,11102,16092,9201,0,213,78,50111,4,13240,10152,13003,0,216,78,50406,4,10627,9676,16092,0,301,78,50208,4,11102,14428,10864,0,306,78,50211,4,10389,15379,10627,0,317,78,50306,4,12528,8964,14904,0,2,99,234,163,6400,0,0,0,0,30,0,0,200,4004,0,6001,1,301505,"""少林弟子记恨谢逊一事，正巧遇上，真是冤家路窄。""",0,0,0,8,2000,61,0,0,5,0,6400,0,0,100,100,100,100,100,0,100
301505,15,5,纳贤庄家丁三,1,310,79,50111,4,11955,10513,14358,0,207,79,50111,4,12436,11234,13157,0,214,79,50205,4,12436,16040,8351,0,217,79,50205,4,13397,13397,10033,0,302,79,50209,4,9792,12916,14118,0,308,79,50212,4,10754,14358,11715,0,318,79,50003,4,13397,10754,12676,0,2,99,236,165,6400,0,0,0,0,30,0,0,200,4004,0,6001,1,301506,"""“这位英雄在此闹事，我们便要不客气了。”""",0,0,0,8,2000,61,0,0,5,0,6400,0,0,100,100,100,100,100,0,100
301506,15,6,友坦之,1,60107,79,50111,4,10994,16281,9552,0,208,79,50205,4,9072,16040,11715,0,215,79,50201,4,13397,8831,14598,0,218,79,50206,4,12436,14118,10273,0,303,79,50208,4,13157,7870,15800,0,309,79,50301,4,10273,11715,14839,0,319,79,50307,4,13397,10033,13397,0,3,5,354,247,9600,10,20205,0,0,30,0,0,300,4007,3002,6001,1,301507,"""“原来这位英雄勾结邪教谢逊，请阁下离开本庄。”""",0,0,0,8,2000,61,301506,401506,3,5,1,2500,13,100,100,100,100,100,1,100
301507,15,7,纳贤庄家丁四,1,314,80,50205,5,11124,16227,9909,0,209,80,50201,5,9180,14526,13554,0,216,80,50206,5,12096,15984,9180,0,219,80,50207,5,11853,16227,9180,0,304,80,50210,5,13068,8937,15255,0,310,80,50302,5,12582,16470,8208,0,320,80,50210,5,11610,9909,15741,0,3,99,357,249,10200,0,0,0,0,30,0,0,300,4004,0,6001,1,301508,"""来了一批家丁保护庄主。""",0,0,0,8,2000,61,0,0,5,0,10200,0,0,100,100,100,100,100,0,100
301508,15,8,丐帮长老,1,316,80,50201,5,13311,9180,14769,0,210,80,50206,5,11610,15255,10395,0,217,80,50406,5,10152,10638,16470,0,220,80,50208,5,14040,12339,10881,0,305,80,50211,5,11610,11853,13797,0,314,80,50303,5,11124,16227,9909,0,401,80,50203,5,13554,10395,13311,0,3,99,357,249,10200,0,0,0,0,30,0,0,300,4004,0,6001,1,301509,"""我丐帮之事轮不到你管。""",0,0,0,8,2000,61,0,0,5,0,10200,0,0,100,100,100,100,100,0,100
301509,15,9,少林高手,1,317,81,50206,5,10270,12482,14939,0,211,81,50406,5,10516,12482,14693,0,218,81,50205,5,10025,15184,12482,0,301,81,50209,5,13219,13710,10762,0,306,81,50212,5,13710,8059,15921,0,316,81,50304,5,10025,12727,14939,0,402,81,50405,5,13956,10762,12973,0,4,99,480,336,13600,0,0,0,0,30,0,0,400,4004,0,6001,1,301510,"""“勾结邪教，还妄称消灭邪教。”""",0,0,0,8,2000,61,0,0,5,0,3400,0,0,100,100,100,100,100,0,100
301510,15,10,萧大王,1,60406,82,50406,5,9892,11631,16599,0,212,82,50205,5,13122,12128,12873,0,219,82,50206,5,11134,10638,16351,0,302,82,50208,5,13122,8402,16599,0,308,82,50301,5,11631,9644,16848,0,317,82,50305,5,14115,15109,8899,0,403,82,50308,5,12873,14612,10638,0,4,5,484,338,13600,13,40205,0,0,30,0,0,400,4007,3002,6001,1,301601,"""“本人虽已非丐帮帮主，但邪教人士不除不行。”""",0,0,0,8,2000,61,301510,401510,3,7,1,2500,42,100,100,100,100,100,1,100
301601,16,1,全真弟子,1,318,82,50205,5,10141,13122,14860,0,213,82,50206,5,11631,11383,15109,0,220,82,50207,5,10886,16102,11134,0,303,82,50210,5,12128,9396,16599,0,309,82,50302,5,11134,11631,15357,0,318,82,50306,5,14115,16102,7905,0,404,82,50309,5,13618,16102,8402,0,1,99,121,84,3400,0,0,0,0,30,0,0,100,4004,0,6001,1,301602,"""“近日全真教大敌当前，请回吧。”""",0,0,0,5,2000,61,0,0,5,0,3400,0,0,100,100,100,100,100,0,100
301602,16,2,蒙古三杰,1,319,83,50206,5,12266,15530,10759,0,214,83,50207,5,10006,13521,15028,0,301,83,50208,5,14526,11512,12517,0,304,83,50211,5,13270,13521,11763,0,310,83,50303,5,10759,12266,15530,0,319,83,50003,5,12015,14777,11763,0,405,83,50310,5,12517,13270,12768,0,1,99,122,85,3400,0,0,0,0,30,0,0,100,4004,0,6001,1,301603,"""蒙古三杰怎么会在这？此事定有蹊跷。""",0,0,0,5,2000,61,0,0,5,0,3400,0,0,100,100,100,100,100,0,100
301603,16,3,全真弟子二,1,320,83,50207,5,13772,13521,11261,0,215,83,50208,5,9504,14777,14274,0,302,83,50209,5,13521,16283,8750,0,305,83,50212,5,10759,12768,15028,0,314,83,50304,5,12768,11763,14023,0,320,83,50307,5,12517,17037,9001,0,406,83,50309,5,11763,16032,10759,0,2,99,244,170,6800,0,0,0,0,30,0,0,200,4004,0,6001,1,301604,"""上山之路果然又有重重阻碍。""",0,0,0,5,2000,61,0,0,5,0,6800,0,0,100,100,100,100,100,0,100
301604,16,4,西域高手,1,401,84,50208,5,14434,9865,14688,0,216,84,50209,5,12657,16972,9358,0,303,84,50208,5,9612,16464,12911,0,306,84,50301,5,13165,15957,9865,0,316,84,50305,5,11134,11896,15957,0,401,84,50210,5,14688,7581,16718,0,407,84,50304,5,9612,13419,15957,0,2,99,246,172,6800,0,0,0,0,30,0,0,200,4004,0,6001,1,301605,"""原来是西域那群人搞的鬼，去三清殿看看。""",0,0,0,5,2000,61,0,0,5,0,6800,0,0,100,100,100,100,100,0,100
