index,层数,侠客ID,LV,skill,SkillLv,攻击加成,防御加成,生命加成,元宝奖励,金钱奖励,道具包,卡牌包,江湖阅历,剑系特效,掌系特效,内系特效,暗系特效,棍系特效,下一层ID,单层失败卡牌包,单层失败元宝奖励,单层失败金钱奖励,单层失败道具包,单层失败江湖阅历
1255,65,60310,195,50310,3,55980,35052,189707,0,130000,4004,0,50,100,150,100,50,100,66,0,0,100,0,5
1256,66,60201,198,50201,3,54639,44764,159740,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1257,66,60202,198,50202,3,60760,34689,179550,0,1000,0,0,50,150,100,50,100,100,67,0,0,100,0,5
1258,66,60203,198,50203,3,63134,33313,174463,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1259,66,60204,198,50204,3,67080,34881,142802,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1260,66,60205,198,50205,3,50697,52868,138932,0,1000,0,0,50,100,50,100,100,150,67,0,0,100,0,5
1261,66,60206,198,50206,3,50697,35096,227789,0,1000,0,0,50,50,100,100,150,100,67,0,0,100,0,5
1262,66,60207,198,50207,3,57388,30954,219051,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1263,66,60208,198,50201,3,51279,47329,163730,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1264,66,60209,198,50208,3,61538,27794,210074,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1265,66,60210,198,50209,3,69665,27363,167700,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1266,66,60211,198,0,3,46523,49133,178513,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1267,66,60212,198,50211,3,55804,28010,233774,0,1000,0,0,50,150,100,50,100,100,67,0,0,100,0,5
1268,66,60213,198,50212,3,56810,28010,228747,0,1000,0,0,50,150,100,50,100,100,67,0,0,100,0,5
1269,66,60301,198,50301,3,70834,31952,138912,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1270,66,60302,198,50302,3,69254,27220,170453,0,1000,0,0,50,100,50,100,100,150,67,0,0,100,0,5
1271,66,60303,198,50303,3,47549,44588,188168,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1272,66,60304,198,50304,3,52644,29590,241674,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1273,66,60305,198,50305,3,48327,53067,145815,0,1000,0,0,50,150,100,50,100,100,67,0,0,100,0,5
1274,66,60306,198,50306,3,55226,43806,161575,0,1000,0,0,50,50,100,100,150,100,67,0,0,100,0,5
1275,66,60307,198,50307,3,53075,48538,144677,0,1000,0,0,50,150,100,50,100,100,67,0,0,100,0,5
1276,66,60308,198,50308,3,71820,32534,131072,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1277,66,60309,198,50309,3,46743,55808,143899,0,1000,0,0,50,100,100,150,100,50,67,0,0,100,0,5
1278,66,60310,198,50310,3,57029,35699,193176,0,1000,0,0,50,100,150,100,50,100,67,0,0,100,0,5
1279,67,60201,201,50201,3,55649,45569,162683,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1280,67,60202,201,50202,3,61877,35312,182868,0,1000,0,0,50,150,100,50,100,100,68,0,0,100,0,5
1281,67,60203,201,50203,3,64296,33918,177642,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1282,67,60204,201,50204,3,68317,35516,145382,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1283,67,60205,201,50205,3,51632,53835,141437,0,1000,0,0,50,100,50,100,100,150,68,0,0,100,0,5
1284,67,60206,201,50206,3,51632,35745,231890,0,1000,0,0,50,50,100,100,150,100,68,0,0,100,0,5
1285,67,60207,201,50207,3,58433,31515,223119,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1286,67,60208,201,50201,3,52217,48192,166748,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1287,67,60209,201,50208,3,62670,28295,213927,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1288,67,60210,201,50209,3,70961,27839,170793,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1289,67,60211,201,0,3,47371,50038,181767,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1290,67,60212,201,50211,3,56819,28524,238077,0,1000,0,0,50,150,100,50,100,100,68,0,0,100,0,5
1291,67,60213,201,50212,3,57852,28524,232911,0,1000,0,0,50,150,100,50,100,100,68,0,0,100,0,5
1292,67,60301,201,50301,3,72134,32541,141417,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1293,67,60302,201,50302,3,70524,27719,173557,0,1000,0,0,50,100,50,100,100,150,68,0,0,100,0,5
1294,67,60303,201,50303,3,48424,45417,191519,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1295,67,60304,201,50304,3,53599,30134,246127,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1296,67,60305,201,50305,3,49217,54047,148405,0,1000,0,0,50,150,100,50,100,100,68,0,0,100,0,5
1297,67,60306,201,50306,3,56238,44620,164465,0,1000,0,0,50,50,100,100,150,100,68,0,0,100,0,5
1298,67,60307,201,50307,3,54055,49442,147204,0,1000,0,0,50,150,100,50,100,100,68,0,0,100,0,5
1299,67,60308,201,50308,3,73147,33125,133427,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1300,67,60309,201,50309,3,47603,56823,146543,0,1000,0,0,50,100,100,150,100,50,68,0,0,100,0,5
1301,67,60310,201,50310,3,58085,36349,196666,0,1000,0,0,50,100,150,100,50,100,68,0,0,100,0,5
1302,68,60201,204,50201,3,56666,46379,165644,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1303,68,60202,204,50202,3,63001,35939,186206,0,1000,0,0,50,150,100,50,100,100,69,0,0,100,0,5
1304,68,60203,204,50203,3,65466,34528,180840,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1305,68,60204,204,50204,3,69562,36156,147976,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1306,68,60205,204,50205,3,52574,54809,143956,0,1000,0,0,50,100,50,100,100,150,69,0,0,100,0,5
1307,68,60206,204,50206,3,52574,36397,236014,0,1000,0,0,50,50,100,100,150,100,69,0,0,100,0,5
1308,68,60207,204,50207,3,59484,32080,227210,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1309,68,60208,204,50201,3,53160,49060,169785,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1310,68,60209,204,50208,3,63809,28799,217804,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1311,68,60210,204,50209,3,72264,28317,173905,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1312,68,60211,204,0,3,48224,50949,185041,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1313,68,60212,204,50211,3,57840,29040,242406,0,1000,0,0,50,150,100,50,100,100,69,0,0,100,0,5
1314,68,60213,204,50212,3,58901,29040,237100,0,1000,0,0,50,150,100,50,100,100,69,0,0,100,0,5
1315,68,60301,204,50301,3,73441,33133,143936,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1316,68,60302,204,50302,3,71801,28220,176679,0,1000,0,0,50,100,50,100,100,150,69,0,0,100,0,5
1317,68,60303,204,50303,3,49305,46250,194890,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1318,68,60304,204,50304,3,54559,30681,250607,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1319,68,60305,204,50305,3,50113,55034,151011,0,1000,0,0,50,150,100,50,100,100,69,0,0,100,0,5
1320,68,60306,204,50306,3,57257,45438,167373,0,1000,0,0,50,50,100,100,150,100,69,0,0,100,0,5
1321,68,60307,204,50307,3,55042,50351,149745,0,1000,0,0,50,150,100,50,100,100,69,0,0,100,0,5
1322,68,60308,204,50308,3,74483,33720,135796,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1323,68,60309,204,50309,3,48469,57844,149202,0,1000,0,0,50,100,100,150,100,50,69,0,0,100,0,5
1324,68,60310,204,50310,3,59146,37004,200176,0,1000,0,0,50,100,150,100,50,100,69,0,0,100,0,5
1325,69,60201,207,50201,3,57688,47193,168623,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1326,69,60202,207,50202,3,64132,36569,189564,0,1000,0,0,50,150,100,50,100,100,70,0,0,100,0,5
1327,69,60203,207,50203,3,66642,35141,184057,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1328,69,60204,207,50204,3,70814,36799,150586,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1329,69,60205,207,50205,3,53520,55788,146491,0,1000,0,0,50,100,50,100,100,150,70,0,0,100,0,5
1330,69,60206,207,50206,3,53520,37053,240163,0,1000,0,0,50,50,100,100,150,100,70,0,0,100,0,5
1331,69,60207,207,50207,3,60541,32647,231327,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1332,69,60208,207,50201,3,54109,49933,172839,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1333,69,60209,207,50208,3,64955,29306,221703,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1334,69,60210,207,50209,3,73574,28798,177036,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1335,69,60211,207,0,3,49082,51866,188334,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1336,69,60212,207,50211,3,58867,29560,246760,0,1000,0,0,50,150,100,50,100,100,70,0,0,100,0,5
1337,69,60213,207,50212,3,59956,29560,241313,0,1000,0,0,50,150,100,50,100,100,70,0,0,100,0,5
1338,69,60301,207,50301,3,74756,33729,146471,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1339,69,60302,207,50302,3,73086,28725,179820,0,1000,0,0,50,100,50,100,100,150,70,0,0,100,0,5
1340,69,60303,207,50303,3,50191,47088,198280,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1341,69,60304,207,50304,3,55526,31231,255113,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1342,69,60305,207,50305,3,51015,56026,153633,0,1000,0,0,50,150,100,50,100,100,70,0,0,100,0,5
1343,69,60306,207,50306,3,58282,46261,170297,0,1000,0,0,50,50,100,100,150,100,70,0,0,100,0,5
1344,69,60307,207,50307,3,56034,51265,152301,0,1000,0,0,50,150,100,50,100,100,70,0,0,100,0,5
1345,69,60308,207,50308,3,75826,34318,138179,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1346,69,60309,207,50309,3,49340,58871,151877,0,1000,0,0,50,100,100,150,100,50,70,0,0,100,0,5
1347,69,60310,207,50310,3,60214,37663,203707,0,1000,0,0,50,100,150,100,50,100,70,0,0,100,0,5
1348,70,60201,210,50201,3,58717,48013,171619,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1349,70,60202,210,50202,3,65270,37203,192942,0,140000,4004,0,50,150,100,50,100,100,71,0,0,100,0,5
1350,70,60203,210,50203,3,67825,35757,187292,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1351,70,60204,210,50204,3,72074,37446,153212,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1352,70,60205,210,50205,3,54473,56773,149040,0,140000,4004,0,50,100,50,100,100,150,71,0,0,100,0,5
1353,70,60206,210,50206,3,54473,37714,244337,0,140000,4004,0,50,50,100,100,150,100,71,0,0,100,0,5
1354,70,60207,210,50207,3,61605,33218,235467,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1355,70,60208,210,50201,3,55064,50811,175912,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1356,70,60209,210,50208,3,66108,29816,225626,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1357,70,60210,210,50209,3,74893,29282,180185,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1358,70,60211,210,0,3,49945,52788,191646,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1359,70,60212,210,50211,3,59900,30083,251141,0,140000,4004,0,50,150,100,50,100,100,71,0,0,100,0,5
1360,70,60213,210,50212,3,61017,30083,245552,0,140000,4004,0,50,150,100,50,100,100,71,0,0,100,0,5
1361,70,60301,210,50301,3,76079,34328,149020,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1362,70,60302,210,50302,3,74378,29233,182979,0,140000,4004,0,50,100,50,100,100,150,71,0,0,100,0,5
1363,70,60303,210,50303,3,51083,47932,201690,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1364,70,60304,210,50304,3,56498,31784,259646,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1365,70,60305,210,50305,3,51921,57024,156269,0,140000,4004,0,50,150,100,50,100,100,71,0,0,100,0,5
1366,70,60306,210,50306,3,59312,47089,173239,0,140000,4004,0,50,50,100,100,150,100,71,0,0,100,0,5
1367,70,60307,210,50307,3,57032,52184,154872,0,140000,4004,0,50,150,100,50,100,100,71,0,0,100,0,5
1368,70,60308,210,50308,3,77177,34919,140576,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1369,70,60309,210,50309,3,50216,59904,154568,0,140000,4004,0,50,100,100,150,100,50,71,0,0,100,0,5
1370,70,60310,210,50310,3,61289,38325,207259,0,140000,4004,0,50,100,150,100,50,100,71,0,0,100,0,5
1371,71,60301,213,50301,3,77410,34931,151584,0,1000,0,0,50,100,100,150,100,50,72,0,0,100,0,5
1372,71,60302,213,50302,3,75678,29744,186157,0,1000,0,0,50,100,50,100,100,150,72,0,0,100,0,5
1373,71,60303,213,50303,3,51979,48780,205120,0,1000,0,0,50,100,100,150,100,50,72,0,0,100,0,5
1374,71,60304,213,50304,3,57475,32341,264205,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1375,71,60305,213,50305,3,52833,58028,158921,0,1000,0,0,50,150,100,50,100,100,72,0,0,100,0,5
1376,71,60306,213,50306,3,60349,47922,176197,0,1000,0,0,50,50,100,100,150,100,72,0,0,100,0,5
1377,71,60307,213,50307,3,58036,53109,157458,0,1000,0,0,50,150,100,50,100,100,72,0,0,100,0,5
1378,71,60308,213,50308,3,78536,35524,142986,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1379,71,60309,213,50309,3,51097,60942,157275,0,1000,0,0,50,100,100,150,100,50,72,0,0,100,0,5
1380,71,60310,213,50310,3,62369,38991,210831,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1381,71,60401,213,50401,3,111426,95934,319021,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1382,71,60402,213,50402,3,116605,75544,395037,0,1000,0,0,50,150,100,50,100,100,72,0,0,100,0,5
1383,71,60403,213,50403,3,138629,72910,297863,0,1000,0,0,50,100,50,100,100,150,72,0,0,100,0,5
1384,71,60404,213,50404,3,129592,77780,318940,0,1000,0,0,50,100,100,150,100,50,72,0,0,100,0,5
1385,71,60405,213,50405,3,108816,80337,414203,0,1000,0,0,50,150,100,50,100,100,72,0,0,100,0,5
1386,71,60406,213,50406,3,110190,93739,336033,0,1000,0,0,50,50,100,100,150,100,72,0,0,100,0,5
1387,71,60407,213,50407,3,111414,82068,388228,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1388,71,60408,213,50408,3,134775,63776,362903,0,1000,0,0,50,100,150,100,50,100,72,0,0,100,0,5
1389,71,60409,213,50409,3,107434,90747,364793,0,1000,0,0,50,100,50,100,100,150,72,0,0,100,0,5
1390,71,60410,213,50410,3,111414,62158,487800,0,1000,0,0,50,50,100,100,150,100,72,0,0,100,0,5
1391,71,60411,213,50411,3,117100,88528,323208,0,1000,0,0,50,150,100,50,100,100,72,0,0,100,0,5
1392,72,60301,216,50301,3,78748,35537,154163,0,1000,0,0,50,100,100,150,100,50,73,0,0,100,0,5
1393,72,60302,216,50302,3,76986,30257,189353,0,1000,0,0,50,100,50,100,100,150,73,0,0,100,0,5
1394,72,60303,216,50303,3,52881,49633,208570,0,1000,0,0,50,100,100,150,100,50,73,0,0,100,0,5
1395,72,60304,216,50304,3,58458,32901,268790,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1396,72,60305,216,50305,3,53750,59038,161588,0,1000,0,0,50,150,100,50,100,100,73,0,0,100,0,5
1397,72,60306,216,50306,3,61392,48760,179173,0,1000,0,0,50,50,100,100,150,100,73,0,0,100,0,5
1398,72,60307,216,50307,3,59046,54040,160058,0,1000,0,0,50,150,100,50,100,100,73,0,0,100,0,5
1399,72,60308,216,50308,3,79903,36132,145411,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1400,72,60309,216,50309,3,51983,61987,159997,0,1000,0,0,50,100,100,150,100,50,73,0,0,100,0,5
1401,72,60310,216,50310,3,63456,39662,214424,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1402,72,60401,216,50401,3,113342,97610,324360,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1403,72,60402,216,50402,3,118614,76839,401819,0,1000,0,0,50,150,100,50,100,100,73,0,0,100,0,5
1404,72,60403,216,50403,3,141013,74158,303001,0,1000,0,0,50,100,50,100,100,150,73,0,0,100,0,5
1405,72,60404,216,50404,3,131833,79132,324278,0,1000,0,0,50,100,100,150,100,50,73,0,0,100,0,5
1406,72,60405,216,50405,3,110686,81735,421240,0,1000,0,0,50,150,100,50,100,100,73,0,0,100,0,5
1407,72,60406,216,50406,3,112102,95358,341680,0,1000,0,0,50,50,100,100,150,100,73,0,0,100,0,5
1408,72,60407,216,50407,3,113330,83497,394801,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1409,72,60408,216,50408,3,137108,64843,369199,0,1000,0,0,50,100,150,100,50,100,73,0,0,100,0,5
1410,72,60409,216,50409,3,109262,92330,371035,0,1000,0,0,50,100,50,100,100,150,73,0,0,100,0,5
1411,72,60410,216,50410,3,113330,63232,496148,0,1000,0,0,50,50,100,100,150,100,73,0,0,100,0,5
1412,72,60411,216,50411,3,119136,90054,328624,0,1000,0,0,50,150,100,50,100,100,73,0,0,100,0,5
1413,73,60301,219,50301,3,80094,36147,156757,0,1000,0,0,50,100,100,150,100,50,74,0,0,100,0,5
1414,73,60302,219,50302,3,78300,30774,192567,0,1000,0,0,50,100,50,100,100,150,74,0,0,100,0,5
1415,73,60303,219,50303,3,53788,50491,212039,0,1000,0,0,50,100,100,150,100,50,74,0,0,100,0,5
1416,73,60304,219,50304,3,59447,33464,273403,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1417,73,60305,219,50305,3,54672,60053,164271,0,1000,0,0,50,150,100,50,100,100,74,0,0,100,0,5
1418,73,60306,219,50306,3,62441,49603,182166,0,1000,0,0,50,50,100,100,150,100,74,0,0,100,0,5
1419,73,60307,219,50307,3,60061,54975,162674,0,1000,0,0,50,150,100,50,100,100,74,0,0,100,0,5
1420,73,60308,219,50308,3,81278,36744,147850,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1421,73,60309,219,50309,3,52875,63038,162735,0,1000,0,0,50,100,100,150,100,50,74,0,0,100,0,5
1422,73,60310,219,50310,3,64549,40336,218038,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1423,73,60401,219,50401,3,115270,99296,329729,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1424,73,60402,219,50402,3,120635,78141,408640,0,1000,0,0,50,150,100,50,100,100,74,0,0,100,0,5
1425,73,60403,219,50403,3,143411,75414,308169,0,1000,0,0,50,100,50,100,100,150,74,0,0,100,0,5
1426,73,60404,219,50404,3,134087,80491,329648,0,1000,0,0,50,100,100,150,100,50,74,0,0,100,0,5
1427,73,60405,219,50405,3,112567,83141,428317,0,1000,0,0,50,150,100,50,100,100,74,0,0,100,0,5
1428,73,60406,219,50406,3,114025,96986,347358,0,1000,0,0,50,50,100,100,150,100,74,0,0,100,0,5
1429,73,60407,219,50407,3,115258,84934,401412,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1430,73,60408,219,50408,3,139455,65917,375532,0,1000,0,0,50,100,150,100,50,100,74,0,0,100,0,5
1431,73,60409,219,50409,3,111101,93923,377313,0,1000,0,0,50,100,50,100,100,150,74,0,0,100,0,5
1432,73,60410,219,50410,3,115258,64312,504545,0,1000,0,0,50,50,100,100,150,100,74,0,0,100,0,5
1433,73,60411,219,50411,3,121183,91589,334070,0,1000,0,0,50,150,100,50,100,100,74,0,0,100,0,5
1434,74,60301,222,50301,3,81448,36760,159365,0,1000,0,0,50,100,100,150,100,50,75,0,0,100,0,5
1435,74,60302,222,50302,3,79623,31294,195800,0,1000,0,0,50,100,50,100,100,150,75,0,0,100,0,5
1436,74,60303,222,50303,3,54700,51354,215528,0,1000,0,0,50,100,100,150,100,50,75,0,0,100,0,5
1437,74,60304,222,50304,3,60442,34031,278042,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1438,74,60305,222,50305,3,55600,61075,166969,0,1000,0,0,50,150,100,50,100,100,75,0,0,100,0,5
1439,74,60306,222,50306,3,63495,50450,185176,0,1000,0,0,50,50,100,100,150,100,75,0,0,100,0,5
1440,74,60307,222,50307,3,61083,55917,165304,0,1000,0,0,50,150,100,50,100,100,75,0,0,100,0,5
1441,74,60308,222,50308,3,82660,37360,150303,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1442,74,60309,222,50309,3,53771,64095,165489,0,1000,0,0,50,100,100,150,100,50,75,0,0,100,0,5
1443,74,60310,222,50310,3,65649,41014,221673,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1444,74,60401,222,50401,3,117209,100991,335129,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1445,74,60402,222,50402,3,122667,79450,415500,0,1000,0,0,50,150,100,50,100,100,75,0,0,100,0,5
1446,74,60403,222,50403,3,145823,76676,313367,0,1000,0,0,50,100,50,100,100,150,75,0,0,100,0,5
1447,74,60404,222,50404,3,136353,81859,335047,0,1000,0,0,50,100,100,150,100,50,75,0,0,100,0,5
1448,74,60405,222,50405,3,114459,84555,435434,0,1000,0,0,50,150,100,50,100,100,75,0,0,100,0,5
1449,74,60406,222,50406,3,115960,98624,353070,0,1000,0,0,50,50,100,100,150,100,75,0,0,100,0,5
1450,74,60407,222,50407,3,117197,86380,408061,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1451,74,60408,222,50408,3,141816,66997,381901,0,1000,0,0,50,100,150,100,50,100,75,0,0,100,0,5
1452,74,60409,222,50409,3,112951,95525,383627,0,1000,0,0,50,100,50,100,100,150,75,0,0,100,0,5
1453,74,60410,222,50410,3,117197,65398,512990,0,1000,0,0,50,50,100,100,150,100,75,0,0,100,0,5
1454,74,60411,222,50411,3,123242,93133,339548,0,1000,0,0,50,150,100,50,100,100,75,0,0,100,0,5
1455,75,60301,225,50301,3,82809,37377,161989,0,150000,4004,0,50,100,100,150,100,50,76,0,0,100,0,5
1456,75,60302,225,50302,3,80953,31816,199052,0,150000,4004,0,50,100,50,100,100,150,76,0,0,100,0,5
1457,75,60303,225,50303,3,55617,52223,219038,0,150000,4004,0,50,100,100,150,100,50,76,0,0,100,0,5
1458,75,60304,225,50304,3,61442,34601,282707,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1459,75,60305,225,50305,3,56533,62102,169682,0,150000,4004,0,50,150,100,50,100,100,76,0,0,100,0,5
1460,75,60306,225,50306,3,64556,51303,188203,0,150000,4004,0,50,50,100,100,150,100,76,0,0,100,0,5
1461,75,60307,225,50307,3,62110,56863,167949,0,150000,4004,0,50,150,100,50,100,100,76,0,0,100,0,5
1462,75,60308,225,50308,3,84051,37979,152769,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1463,75,60309,225,50309,3,54673,65159,168259,0,150000,4004,0,50,100,100,150,100,50,76,0,0,100,0,5
1464,75,60310,225,50310,3,66755,41696,225328,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1465,75,60401,225,50401,3,119159,102696,340560,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1466,75,60402,225,50402,3,124711,80768,422400,0,150000,4004,0,50,150,100,50,100,100,76,0,0,100,0,5
1467,75,60403,225,50403,3,148248,77946,318594,0,150000,4004,0,50,100,50,100,100,150,76,0,0,100,0,5
1468,75,60404,225,50404,3,138633,83234,340478,0,150000,4004,0,50,100,100,150,100,50,76,0,0,100,0,5
1469,75,60405,225,50405,3,116362,85977,442592,0,150000,4004,0,50,150,100,50,100,100,76,0,0,100,0,5
1470,75,60406,225,50406,3,117905,100271,358813,0,150000,4004,0,50,50,100,100,150,100,76,0,0,100,0,5
1471,75,60407,225,50407,3,119147,87834,414748,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1472,75,60408,225,50408,3,144189,68083,388307,0,150000,4004,0,50,100,150,100,50,100,76,0,0,100,0,5
1473,75,60409,225,50409,3,114811,97136,389978,0,150000,4004,0,50,100,50,100,100,150,76,0,0,100,0,5
1474,75,60410,225,50410,3,119147,66491,521483,0,150000,4004,0,50,50,100,100,150,100,76,0,0,100,0,5
1475,75,60411,225,50411,3,125313,94685,345056,0,150000,4004,0,50,150,100,50,100,100,76,0,0,100,0,5
1476,76,60301,228,50301,3,84179,37997,164627,0,1000,0,0,50,100,100,150,100,50,77,0,0,100,0,5
1477,76,60302,228,50302,3,82291,32342,202322,0,1000,0,0,50,100,50,100,100,150,77,0,0,100,0,5
1478,76,60303,228,50303,3,56540,53096,222566,0,1000,0,0,50,100,100,150,100,50,77,0,0,100,0,5
1479,76,60304,228,50304,3,62448,35173,287399,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1480,76,60305,228,50305,3,57471,63135,172410,0,1000,0,0,50,150,100,50,100,100,77,0,0,100,0,5
1481,76,60306,228,50306,3,65623,52160,191247,0,1000,0,0,50,50,100,100,150,100,77,0,0,100,0,5
1482,76,60307,228,50307,3,63143,57815,170609,0,1000,0,0,50,150,100,50,100,100,77,0,0,100,0,5
1483,76,60308,228,50308,3,85450,38601,155250,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1484,76,60309,228,50309,3,55580,66228,171044,0,1000,0,0,50,100,100,150,100,50,77,0,0,100,0,5
1485,76,60310,228,50310,3,67867,42381,229004,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1486,76,60401,228,50401,3,121120,104411,346021,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1487,76,60402,228,50402,3,126767,82092,429339,0,1000,0,0,50,150,100,50,100,100,77,0,0,100,0,5
1488,76,60403,228,50403,3,150688,79223,323852,0,1000,0,0,50,100,50,100,100,150,77,0,0,100,0,5
1489,76,60404,228,50404,3,140926,84617,345938,0,1000,0,0,50,100,100,150,100,50,77,0,0,100,0,5
1490,76,60405,228,50405,3,118276,87408,449790,0,1000,0,0,50,150,100,50,100,100,77,0,0,100,0,5
1491,76,60406,228,50406,3,119861,101927,364589,0,1000,0,0,50,50,100,100,150,100,77,0,0,100,0,5
1492,76,60407,228,50407,3,121107,89296,421473,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1493,76,60408,228,50408,3,146577,69175,394749,0,1000,0,0,50,100,150,100,50,100,77,0,0,100,0,5
1494,76,60409,228,50409,3,116682,98756,396364,0,1000,0,0,50,100,50,100,100,150,77,0,0,100,0,5
1495,76,60410,228,50410,3,121107,67590,530024,0,1000,0,0,50,50,100,100,150,100,77,0,0,100,0,5
1496,76,60411,228,50411,3,127396,96247,350596,0,1000,0,0,50,150,100,50,100,100,77,0,0,100,0,5
